train,interpolation,extrapolation
281.0558080856608,290.4075550993135,559.2969819226996
146.94960003122165,128.83928786802701,309.87605990625605
48.47340262421279,43.13427732870824,153.28914316415504
28.966340692255997,26.36818717695894,110.29950404013296
24.066574058095142,24.14857893532951,91.00018849006221
19.887669699386304,15.089203142998704,78.12414999996058
17.301050042252985,13.75894734732023,69.24484098119763
15.872823337279543,12.917353729977798,66.3465801016312
14.934849160905214,14.641896594131412,60.97711473805373
13.441268084676926,13.504306050463043,55.36968457366378
12.351214829759478,13.28605166418725,49.724204708718396
10.388706075067548,12.004257152680573,41.94634232213701
9.445505918338357,9.187382989037603,39.360977884432174
8.706214017566294,7.649415788851769,38.69064491380598
8.184974205215557,8.06783309406474,36.53350946350035
7.80033028959342,7.591612198744785,34.73159806306317
7.713286545579498,5.995299807409626,36.23267419265936
7.2309603456184695,6.66989943757202,33.18487050426942
6.940480663827698,6.462361185388065,31.8583414763517
6.642649118689527,5.868012523615776,30.7886824789243
6.336516407908019,5.9283084465167555,29.170970556848697
6.087326782822876,5.412274950863934,28.30801094083637
5.766336854039675,5.216572835530026,26.98126254194395
4.968922915297079,5.856119706411806,19.59688376581316
4.493363098402103,4.448799890142323,19.072745193984133
4.1552193666112665,4.058631220809282,18.32819304014155
3.982119051021516,3.817152500899436,17.955809593852035
3.622881321040499,3.715630919901438,15.31043052608572
3.4382696273597526,3.3927006717003043,15.243424479008008
3.3727475612560576,3.3266439755671158,15.025985903885662
3.319392893393508,3.190024427376166,15.164690586110872
3.2334490680782877,3.3318576408513696,14.053994227125337
3.155272932046641,3.1170838337995312,14.050788620700656
3.046806325950707,3.0736794550686555,13.822134651964603
3.0209634608529647,2.99895961924457,13.1695466022369
2.975755879401465,2.9519362996852205,13.10121084643569
2.9375928853043307,2.925837444734628,12.986490365044768
2.9024270060621085,2.8927137220540513,12.878359544800608
2.870001208959677,2.858762410318956,12.757261290967804
2.8464463147864745,2.8150418968736424,12.77798977308913
2.782434361212371,3.0933948303329175,12.449319426340479
2.773903602197011,2.798813644473531,11.852344496588644
2.7149306686626646,2.7363688918192337,11.761353604820505
2.6849123870782314,2.689122799989473,11.758970190064588
2.648636495395615,2.679385411535909,11.654843626831422
2.633381644306171,2.657472518325942,11.672780616176572
2.6196096441120975,2.6144637835805145,11.753671171894302
2.5966185791868113,2.5862752055835974,11.652499394488503
2.5731322700075827,2.5927473195224757,11.466770636140241
2.545452793136572,2.5986247080134253,11.286307508514305
2.5281765097458826,2.5338710962276636,11.456664873046952
2.5059346080163754,2.538859980590912,11.076145980528173
2.4744591326537657,2.5929555985364847,11.042275693579192
2.4713728437865647,2.511366650834946,10.761238820707428
2.4531850750242943,2.4945702942996197,10.683076304652852
2.4306307995103897,2.5074582881462666,10.627778972243178
2.4114582248239502,2.528001443177283,10.46255206671759
2.4080412812229905,2.465420304467815,10.241099226769123
2.3977680858460233,2.4385720486038838,10.292355033778053
2.373229208899537,2.4368987314884856,10.237138000104252
2.3666983620138384,2.4243753855017425,10.220477704165674
2.3721918985666406,2.394021233872284,10.287061308248974
2.336685749653622,2.403263375450276,10.057973515957336
2.3210192222007744,2.369446247898537,10.203496721322269
2.318147300037994,2.3739365259936043,9.888867770613537
2.310136069778969,2.3558816941207845,9.888041090895143
2.2923959446579154,2.368866797580161,9.830224553288819
2.281252889859894,2.421159971311834,9.615470072168769
2.28659743398143,2.354574707256321,9.578409775407843
2.2869611604744846,2.331712755770299,9.568895474326611
2.25939817942719,2.3324523075619075,9.57883654804455
2.2548860789314524,2.316419274173652,9.587521887505739
2.247218819998535,2.305374194364205,9.483956244420762
2.2385421412812545,2.3334110274554147,9.443758823517372
2.229651675753128,2.3624532967838623,9.292607963379952
2.2295068185969673,2.2930008827013824,9.275819453016943
2.2329334236930345,2.2788774485876586,9.319061891017503
2.2006536908022625,2.2919340398549934,9.310321174061098
2.186766618490889,2.3529043159035763,9.077505112277395
2.2047870319009415,2.267431514833275,8.997506677670742
2.1902888821028133,2.256953553180674,9.00516851649824
2.1812392661431566,2.2512679652796144,8.997071768928551
2.175348916712703,2.2433190632330926,8.979449268526139
2.1686176757046116,2.2371616370956455,8.960244467645461
2.165362588501662,2.2293670718790852,8.942910813013745
2.167447903149723,2.2186565004630654,8.911665810418047
2.142628443033781,2.2521270900283197,8.973965037474626
2.1389286903729166,2.2290052219488863,8.884423596545421
2.128684190849013,2.267196295489827,8.672019577984265
2.1336502253857663,2.1954921134544247,8.713482965390478
2.1260074921383514,2.1989930585619475,8.68291566101574
2.1144898466318627,2.204948110512565,8.678525092134318
2.1097748719772658,2.2160373233185426,8.63540387076099
2.1058688793870175,2.178113989721001,8.61124687011709
2.10043812869994,2.1950562559682196,8.575768846332203
2.093787518380655,2.180889065567436,8.540468509105432
2.077506051044141,2.2183903025382747,8.38521087847743
2.0780877374835867,2.186229749105515,8.411396201732677
2.071088447853717,2.1836111896948283,8.380745628091551
2.0690951495397814,2.1471819009810322,8.34629300567523
