train,interpolation,extrapolation
2480.915417067096,2697.6635382346835,5152.351966026169
1679.2625904403749,2050.704629673104,3002.459094935908
246.71011858471704,362.29137255148936,1030.474632056552
137.4705286507715,144.4762777027243,411.8507399252521
74.16392689799594,83.28769961814439,244.79974539720467
61.24538358908647,70.49843717926838,264.539767241926
57.25177442855489,69.400534115399,255.42752681383527
56.0248744396496,70.27964450659746,249.8722871819931
55.05915009665111,69.24449916249102,245.70970531335988
53.74646564263773,73.29205522444586,237.97072571358763
53.02896509495649,68.49997826054356,233.73487439184677
51.92961054099065,67.36633656059692,228.33368926767366
50.95511815748833,68.82351234535345,221.70192829692357
50.21569708550109,65.63908440375083,217.16247037846566
49.2536647815817,65.3109049562893,212.00529453725713
48.481897825849956,62.7322796816073,208.15817533284857
47.63781380471286,61.53101297947608,203.97294449843767
46.87920013772412,60.46086243794095,199.7048287588431
46.15906092352104,59.38247612615809,195.51419303825116
45.45854858701711,58.29535127732061,191.4739377303508
44.77484292026787,57.19984401723146,187.61326655827384
44.10744359687761,56.09962209908258,183.9445704017148
43.45601773078277,55.00217514972712,180.4648664801512
42.82117567524315,53.90712756852445,177.18074580752304
42.201519735123085,52.8231431227513,174.08037341609307
41.59732728986059,51.738266384280074,171.18319397533836
41.00659054982945,50.65830599175269,168.46839262625653
40.42742320019044,49.56483414463448,165.97856596971442
39.84081891453679,48.37229354239395,163.8034823322847
39.121674346379805,46.72041359168916,162.3434385017641
38.49039979924974,46.03032474436987,159.39500172398297
38.096645334093274,45.66551796758963,156.1769262844131
37.54237988210435,44.389659601687946,154.72044070402228
36.90526769739041,43.53372598236218,152.22062697779117
36.473251072225594,42.98204732142085,149.89284293405922
36.05177977764068,42.16043326472003,148.50473129482623
35.61517538433826,41.35700354924509,146.76734549869138
35.218468237786176,41.00610902671319,144.5426539900403
34.873139716184376,40.44845236732417,142.9738294959996
34.5172669568476,39.83405068325544,141.75024925874115
34.157709278426275,39.22104323839485,140.5041238481378
33.788656086108986,38.571707385732786,139.42949643523798
33.44524903613038,37.954818798939264,138.2727791689476
33.088305151070706,37.28853002252568,137.47826089987348
32.79700320501243,36.609275695629684,136.37729484273643
32.432420915841256,35.99091935425533,135.7139706005942
32.131149648955194,35.48624472735942,134.35853838977394
31.758677229594202,34.99963440630079,133.54111315633602
31.46951427197368,34.55490603449791,132.2370590888788
31.116379503462426,34.1154354864213,131.41613692866508
30.837439621738675,33.69591497526856,130.21965332753328
30.50536096663419,33.280731795271116,129.41539197498648
30.23511773043547,32.885071786946234,128.31465108840817
29.926366998264147,32.48521924603298,127.53087723088242
29.663164493441997,32.11015989753765,126.51867564613043
29.377065039963995,31.725033869903015,125.74808234024356
