train,interpolation,extrapolation
17.60801002729843,20.657897906950748,108.88755926861587
6.492919895941593,12.651275003760574,65.60781631126666
5.133905241233209,11.805485729005042,61.64400333677889
5.0223168160063505,11.59926744318413,60.342022122942375
4.9942376490285225,11.49699783311852,58.8506511720218
4.993970335183907,11.503532825493764,58.84639241226942
4.991788047469552,11.482234430520927,58.8104808863064
4.986494719521088,11.456835366325722,58.75018673853077
5.007754800684842,11.441071769147575,58.26105578421589
5.003910061113801,11.39274173927528,58.123836071082366
5.0101114452123765,11.394641087679853,57.68855827257096
5.0159341426227995,11.340974634250927,57.6143079819822
5.008090974485561,11.339739076399619,57.21262166930134
5.019666134234806,11.29196868097265,57.18274155556364
4.997898392201607,11.27732600234917,56.843747803572576
5.016413304027536,11.240730684191517,56.801880244676596
4.9905811670566305,11.214748987555922,56.50517439103444
5.00895816638051,11.185817191512513,56.43948290239283
4.984325964478531,11.150553186196634,56.170495517723474
4.999098201414011,11.125706658542619,56.07631297630743
4.978326370360652,11.084547463029024,55.8289405063718
4.9873541284173575,11.059843480313356,55.70147169595064
4.972387091705171,11.017164353334215,55.47211804569282
4.974965829902141,10.988641690342021,55.308137942885985
4.965864521088014,10.947624030865166,55.09033104910312
4.963311925515156,10.913030887491177,54.89380230510735
4.957207953530961,10.872967862806703,54.675945931422
4.951952292407195,10.833216664829456,54.456548549848556
4.94579890397715,10.791111152539182,54.22677850830926
4.9390663002262425,10.747195821661904,53.98871329121838
4.931529472468138,10.701044575995676,53.740889737194614
4.923076825835429,10.652379280886594,53.482767936916126
4.913593704113888,10.600906422282927,53.21357515000105
4.90283788056278,10.546324580064804,52.932448472459726
4.890696653125527,10.488412822715256,52.63843225530369
4.877145034882868,10.427427140347856,52.331179514957036
4.8621389840571805,10.363044579958903,52.00845608958796
4.845623306019079,10.295238965389578,51.668085576802156
4.826877675632989,10.223466686924409,51.304752438891
4.810214071430672,10.151161570649633,50.93319727553402
4.789172431872729,10.07118922798065,50.50534420662236
4.77494849454368,10.000673513560683,50.138403664379496
4.856511279810712,9.969054682197763,49.77276855570532
4.805196016212561,9.876859345519877,48.93536606161973
5.0136909271210195,9.797084993588578,48.8319865018118
4.788668018420015,9.742939831681339,47.76431989128437
4.981256693054531,9.577348872273811,47.780803153913844
4.779073933272806,9.628340759482201,46.90188881689846
4.931130149528761,9.43361489470787,46.91601070893906
4.806759508421199,9.447478647587024,45.92934814541178
4.88679667379563,9.271374277661996,45.70356420361974
4.81467977279639,9.194971907558683,45.17999192752378
4.8128097016927045,9.113579707570091,44.51152425130034
4.813117823201766,9.00414950758466,43.91821206264728
4.843359432310151,8.945064248852097,43.02818466625302
4.779581791663554,8.876461483845807,42.52363208993711
4.742492816363712,8.775419618206596,41.7558382497917
4.768648598897435,8.71301404641642,41.17258404146916
4.734239799322731,8.611439227898478,40.609295539588636
4.709369081098942,8.513401756412366,40.042774312547735
4.68307967760529,8.413568786613462,39.46569831183324
4.655610825783289,8.311531214959123,38.87913450738621
4.627839480218021,8.208370244649275,38.286176566260174
4.599987366236513,8.10554361399548,37.69015578506036
4.571909919735234,8.004298791423517,37.09406712485818
4.5434073079655395,7.905534232787907,36.500148150423676
4.514302041647783,7.809691633888739,35.90932635822001
4.484260715438532,7.716352781691324,35.321388590951834
4.453236991833956,7.624162639479592,34.73237389887024
4.4216278920799414,7.530647450684049,34.135185731799496
4.390097166504128,7.433914386072964,33.52621551898771
4.357507386084851,7.3342333742941825,32.908198838788906
4.326439701862013,7.230628737391918,32.28350994772185
4.292826412485684,7.121328968462163,31.650169460655093
4.265440956353769,7.010115843176127,31.005419263371166
4.244819278573131,6.910425796966057,30.336961942240503
4.227186849723069,6.84076469624464,29.678458309639385
4.204388971016833,6.769676481841547,29.040202903275215
4.180330598618617,6.673407211430749,28.446483936530743
4.158717719401212,6.578438105704785,27.858137151532077
4.136781711349492,6.488355124895506,27.277862084131517
4.1150024224540855,6.400718427817495,26.705824174488836
4.093637172087904,6.315286584502458,26.142730665248493
4.07279842344467,6.231986704543829,25.58910283721526
4.052526859267064,6.150789568587993,25.045458093038278
4.032848196726572,6.0716550574040555,24.512268323975324
4.0137834391905285,5.994552334057654,23.9900138921855
3.995326860063064,5.919529977123227,23.479095199965823
3.97749025974877,5.846527440191191,22.979789113117395
3.960275324035399,5.775550272698312,22.492349688348053
3.9436929817848223,5.706608508918536,22.01701905108307
3.9277203666915588,5.639753464429039,21.55406361805201
3.9123456777708028,5.574991163883003,21.10374481643208
3.897577678229284,5.512357758177845,20.666366504180584
3.883390238698207,5.451922528733024,20.242119293989646
3.8697870808370185,5.393687943781464,19.83121091917872
3.85674711643856,5.337695375759715,19.433885618048063
3.8442649755875347,5.2839549725701485,19.050326298087214
3.8323067996959326,5.232453206414768,18.68062745064376
3.8208827108123953,5.183150532182035,18.324922888045474
3.809968121373808,5.13601052774617,17.983294806865597
3.799535937675574,5.09100019583443,17.65573892796651
3.789587489839764,5.048047991889688,17.342304850172916
3.7800858139344213,5.007061678245409,17.042810897540793
3.7710293305168525,4.967961985585679,16.75732413220069
3.7623961651072233,4.930665197639461,16.485804070213806
3.7541713511792816,4.8950633606806475,16.228217503284665
3.7463433937141626,4.8610777462897,15.984505487429276
3.7388938932258724,4.828605096413648,15.754518735732633
3.7318393101646548,4.797651489303784,15.537654876094157
3.7251331038008417,4.76806776063329,15.33363336616
3.718774226400986,4.739795991148964,15.142002557683087
3.712762703924851,4.712792417136015,14.962096732901905
3.707072990256932,4.687031300696005,14.793149538872044
3.7016749438460126,4.662463788761934,14.634506381875532
3.696571270731203,4.639047614851328,14.48529077808516
3.6917214784430494,4.616755779224536,14.344716763076013
3.6870707724753466,4.595550713893835,14.212482923714498
3.6826400527431615,4.575331417448367,14.087888647370407
3.6783596024964678,4.556062645166312,13.970649370929685
3.6742358245023468,4.537487447181273,13.859967892723498
3.6702184749495594,4.519613637139648,13.755661752177224
3.6662913986502175,4.502537317026663,13.657782266225192
3.6624613612605157,4.486205349271005,13.565998727383773
3.658685658078685,4.470577973903605,13.480165272942015
3.654952962635107,4.455574632775633,13.399882247770632
3.6512338915236926,4.441144501408004,13.325067299890788
3.647513520774201,4.4272341933143995,13.255371411356338
3.643765759348431,4.4138049741374,13.190484556317875
3.639983702848841,4.4008184869028355,13.130146733519007
3.636139308145384,4.388238822525236,13.074021598518557
3.6322131099425983,4.376033089438714,13.021791243152713
3.6282077886557067,4.364170364550393,12.97311399314941
3.624089775448291,4.352614974910259,12.927622935013337
3.6198517569192714,4.341353715705304,12.884949346085287
3.615485250579499,4.330360063745047,12.844758634383995
3.6109762501784974,4.319607517530854,12.806689605946266
3.6063271832398778,4.309067644003106,12.770370599157426
3.6015187540857734,4.298729136393202,12.735501498618603
3.5965555391388024,4.288570887106586,12.701737371156161
3.5914373722854975,4.2785517651993485,12.668699786617134
